,origin,destination,depart_time,depart_weekday,duration,arrival_time,arrival_weekday,flight_no,airline_code,airline,economy_fare,business_fare,first_fare
1675,MAA,DEL,21:40:00,6,02:45:00,00:25:00,0,SG8108,SG,SpiceJet,10745,,
1676,MAA,DEL,21:40:00,4,02:45:00,00:25:00,5,SG8108,SG,SpiceJet,10745,,
1677,MAA,DEL,21:40:00,1,02:45:00,00:25:00,2,SG8108,SG,SpiceJet,10745,,
1678,MAA,DEL,21:40:00,5,02:45:00,00:25:00,6,SG8108,SG,SpiceJet,10745,,
1679,MAA,DEL,20:15:00,6,02:50:00,23:05:00,6,AI538,AI,Air India,10746,,
1680,MAA,DEL,20:15:00,1,02:50:00,23:05:00,1,AI538,AI,Air India,10746,,30716
1681,MAA,DEL,20:15:00,5,02:50:00,23:05:00,5,AI538,AI,Air India,10746,,
1682,MAA,DEL,20:15:00,4,02:50:00,23:05:00,4,AI538,AI,Air India,10746,,
1683,MAA,DEL,06:00:00,6,02:55:00,08:55:00,6,AI440,AI,Air India,10746,,
1684,MAA,DEL,16:55:00,6,02:55:00,19:50:00,6,AI539,AI,Air India,10746,,
1685,MAA,DEL,06:00:00,0,02:55:00,08:55:00,0,AI440,AI,Air India,10746,,30716
1686,MAA,DEL,16:55:00,2,02:55:00,19:50:00,2,AI539,AI,Air India,10746,,
1687,MAA,DEL,06:00:00,5,02:55:00,08:55:00,5,AI440,AI,Air India,10746,,30716
1688,MAA,BOM,22:00:00,5,01:55:00,23:55:00,5,SG612,SG,SpiceJet,9244,,
1689,MAA,BOM,22:00:00,6,01:55:00,23:55:00,6,SG612,SG,SpiceJet,9244,,
1690,MAA,BOM,09:45:00,0,01:55:00,11:40:00,0,UK822,UK,Vistara,9782,,
1691,MAA,BOM,09:45:00,1,01:55:00,11:40:00,1,UK822,UK,Vistara,9782,,
1692,MAA,BOM,09:45:00,5,01:55:00,11:40:00,5,UK822,UK,Vistara,9782,,
1693,MAA,BOM,09:45:00,4,01:55:00,11:40:00,4,UK822,UK,Vistara,9782,,26313
1694,MAA,BOM,09:45:00,3,01:55:00,11:40:00,3,UK822,UK,Vistara,9782,,26313
1695,MAA,BOM,09:45:00,6,01:55:00,11:40:00,6,UK822,UK,Vistara,9968,,26313
1696,MAA,BOM,09:45:00,2,01:55:00,11:40:00,2,UK822,UK,Vistara,9968,,26313
1697,MAA,BOM,07:00:00,5,01:55:00,08:55:00,5,SG678,SG,SpiceJet,9969,,
1698,MAA,BOM,15:25:00,0,01:45:00,17:10:00,0,AI672,AI,Air India,9970,,26042
1699,MAA,BOM,15:25:00,2,01:45:00,17:10:00,2,AI672,AI,Air India,9970,,26042
1700,MAA,BOM,15:25:00,3,01:45:00,17:10:00,3,AI672,AI,Air India,9970,,26042
1701,MAA,BOM,16:10:00,5,01:50:00,18:00:00,5,AI672,AI,Air India,9970,,
1702,MAA,BOM,16:10:00,1,01:50:00,18:00:00,1,AI672,AI,Air India,9970,,26042
1703,MAA,BOM,06:10:00,1,01:55:00,08:05:00,1,AI569,AI,Air India,9970,,26042
1704,MAA,BOM,06:10:00,0,01:55:00,08:05:00,0,AI569,AI,Air India,9970,,26042
1705,MAA,BOM,06:10:00,6,01:55:00,08:05:00,6,AI569,AI,Air India,9970,,26043
1706,MAA,BOM,06:10:00,3,01:55:00,08:05:00,3,AI569,AI,Air India,9970,,26042
1707,MAA,BOM,06:10:00,4,01:55:00,08:05:00,4,AI569,AI,Air India,9970,,26160
1708,MAA,BOM,06:10:00,5,01:55:00,08:05:00,5,AI569,AI,Air India,9970,,26042
1709,MAA,BOM,06:10:00,2,01:55:00,08:05:00,2,AI569,AI,Air India,9970,,26042
1710,MAA,BLR,19:10:00,5,00:45:00,19:55:00,5,6.00E+189,6E,IndiGo,6748,,
1711,MAA,BLR,11:20:00,4,00:50:00,12:10:00,4,6E6892,6E,IndiGo,6748,,
1712,MAA,BLR,11:20:00,0,00:50:00,12:10:00,0,6E6892,6E,IndiGo,6748,,
1713,MAA,BLR,11:20:00,1,00:50:00,12:10:00,1,6E6892,6E,IndiGo,6748,,
1714,MAA,BLR,16:20:00,0,00:55:00,17:15:00,0,6E6302,6E,IndiGo,6748,,
1715,MAA,BLR,16:20:00,5,00:55:00,17:15:00,5,6E6302,6E,IndiGo,6748,,
1716,MAA,BLR,09:00:00,5,00:55:00,09:55:00,5,6E6137,6E,IndiGo,6748,,
1717,MAA,BLR,09:00:00,1,00:55:00,09:55:00,1,6E6137,6E,IndiGo,6748,,
1718,MAA,BLR,13:00:00,2,01:00:00,14:00:00,2,6E6605,6E,IndiGo,6748,,
1719,MAA,BLR,13:00:00,1,01:00:00,14:00:00,1,6E6605,6E,IndiGo,6748,,
1720,MAA,BLR,13:00:00,5,01:00:00,14:00:00,5,6E6605,6E,IndiGo,6748,,
1721,MAA,BLR,13:00:00,0,01:00:00,14:00:00,0,6E6605,6E,IndiGo,6748,,
1722,MAA,BLR,13:00:00,3,01:00:00,14:00:00,3,6E6605,6E,IndiGo,6748,,
1723,MAA,BLR,21:35:00,5,01:00:00,22:35:00,5,6E6225,6E,IndiGo,6748,,
1724,MAA,BLR,21:35:00,6,01:00:00,22:35:00,6,6E6225,6E,IndiGo,6748,,
1725,MAA,BLR,21:35:00,3,01:00:00,22:35:00,3,6E6225,6E,IndiGo,6748,,
1726,MAA,BLR,21:35:00,0,01:00:00,22:35:00,0,6E6225,6E,IndiGo,6748,,
1727,MAA,BLR,13:00:00,6,01:00:00,14:00:00,6,6E6605,6E,IndiGo,6748,,
1728,MAA,BLR,11:20:00,3,00:50:00,12:10:00,3,6E6892,6E,IndiGo,6869,,
1729,MAA,BLR,19:10:00,0,00:45:00,19:55:00,0,6.00E+189,6E,IndiGo,6991,,
1730,MAA,BLR,11:20:00,2,00:50:00,12:10:00,2,6E6892,6E,IndiGo,6991,,
1731,MAA,BLR,07:45:00,6,00:55:00,08:40:00,6,6E797,6E,IndiGo,6991,,
1732,MAA,BLR,13:00:00,4,01:00:00,14:00:00,4,6E6605,6E,IndiGo,6991,,
1733,MAA,BLR,11:20:00,5,00:50:00,12:10:00,5,6E6892,6E,IndiGo,7111,,
1734,MAA,BLR,16:20:00,3,00:55:00,17:15:00,3,6E6302,6E,IndiGo,7111,,
1735,MAA,COK,06:35:00,4,01:10:00,07:45:00,4,6E955,6E,IndiGo,6164,,
1736,MAA,COK,21:10:00,0,01:15:00,22:25:00,0,6E6232,6E,IndiGo,6164,,
1737,MAA,COK,21:10:00,6,01:15:00,22:25:00,6,6E6232,6E,IndiGo,6164,,
1738,MAA,COK,06:35:00,6,01:10:00,07:45:00,6,6E955,6E,IndiGo,6343,,
1739,MAA,COK,21:10:00,3,01:15:00,22:25:00,3,6E6232,6E,IndiGo,6343,,
1740,MAA,COK,21:10:00,5,01:15:00,22:25:00,5,6E6232,6E,IndiGo,6537,,
1741,MAA,COK,21:10:00,2,01:15:00,22:25:00,2,6E6232,6E,IndiGo,6537,,
1742,MAA,COK,10:50:00,4,01:05:00,11:55:00,4,6E6558,6E,IndiGo,6750,,
1743,MAA,COK,06:35:00,3,01:10:00,07:45:00,3,6E955,6E,IndiGo,6750,,
1744,MAA,COK,10:50:00,0,01:05:00,11:55:00,0,6E6558,6E,IndiGo,6982,,
1745,MAA,COK,06:35:00,5,01:10:00,07:45:00,5,6E955,6E,IndiGo,6982,,
1746,MAA,COK,06:35:00,2,01:10:00,07:45:00,2,6E955,6E,IndiGo,6982,,
1747,MAA,COK,06:35:00,1,01:10:00,07:45:00,1,6E955,6E,IndiGo,6982,,
1748,MAA,COK,10:50:00,5,01:05:00,11:55:00,5,6E6558,6E,IndiGo,7231,,
1749,MAA,COK,06:35:00,0,01:10:00,07:45:00,0,6E955,6E,IndiGo,7231,,
1750,MAA,COK,17:25:00,3,01:10:00,18:35:00,3,6E597,6E,IndiGo,7231,,
1751,MAA,COK,21:10:00,4,01:15:00,22:25:00,4,6E6232,6E,IndiGo,7231,,
1752,MAA,COK,10:50:00,3,01:05:00,11:55:00,3,6E6558,6E,IndiGo,7497,,
1753,MAA,COK,10:50:00,6,01:05:00,11:55:00,6,6E6558,6E,IndiGo,7497,,
1754,MAA,COK,17:25:00,2,01:10:00,18:35:00,2,6E597,6E,IndiGo,7497,,
1755,MAA,COK,17:25:00,5,01:10:00,18:35:00,5,6E597,6E,IndiGo,7497,,
1756,MAA,COK,17:25:00,6,01:10:00,18:35:00,6,6E597,6E,IndiGo,7497,,
1757,MAA,COK,21:10:00,1,01:15:00,22:25:00,1,6E6232,6E,IndiGo,7497,,
1758,MAA,COK,17:25:00,1,01:10:00,18:35:00,1,6E597,6E,IndiGo,7781,,
1759,MAA,COK,17:25:00,4,01:10:00,18:35:00,4,6E597,6E,IndiGo,7781,,
1760,MAA,HYD,16:20:00,6,01:00:00,17:20:00,6,6E6805,6E,IndiGo,7225,,
1761,MAA,HYD,16:20:00,1,01:00:00,17:20:00,1,6E6805,6E,IndiGo,7225,,
1762,MAA,HYD,16:20:00,3,01:00:00,17:20:00,3,6E6805,6E,IndiGo,7225,,
1763,MAA,HYD,16:20:00,5,01:00:00,17:20:00,5,6E6805,6E,IndiGo,7225,,
1764,MAA,HYD,12:00:00,3,01:05:00,13:05:00,3,6E917,6E,IndiGo,7225,,
1765,MAA,HYD,17:00:00,6,01:05:00,18:05:00,6,6E562,6E,IndiGo,7225,,
1766,MAA,HYD,17:00:00,4,01:05:00,18:05:00,4,6E562,6E,IndiGo,7225,,
1767,MAA,HYD,12:00:00,4,01:05:00,13:05:00,4,6E917,6E,IndiGo,7225,,
1768,MAA,HYD,21:20:00,0,01:05:00,22:25:00,0,6.00E+156,6E,IndiGo,7225,,
1769,MAA,HYD,12:00:00,6,01:05:00,13:05:00,6,6E917,6E,IndiGo,7225,,
1770,MAA,HYD,17:00:00,0,01:05:00,18:05:00,0,6E562,6E,IndiGo,7225,,
1771,MAA,HYD,04:50:00,1,01:10:00,06:00:00,1,6E6309,6E,IndiGo,7225,,
1772,MAA,HYD,06:35:00,5,01:10:00,07:45:00,5,6E495,6E,IndiGo,7225,,
1773,MAA,HYD,04:50:00,6,01:10:00,06:00:00,6,6E6309,6E,IndiGo,7225,,
1774,MAA,HYD,19:25:00,2,01:10:00,20:35:00,2,6.00E+193,6E,IndiGo,7225,,
1775,MAA,HYD,19:25:00,6,01:10:00,20:35:00,6,6.00E+193,6E,IndiGo,7225,,
1776,MAA,HYD,04:50:00,3,01:10:00,06:00:00,3,6E6309,6E,IndiGo,7225,,
1777,MAA,HYD,19:25:00,1,01:10:00,20:35:00,1,6.00E+193,6E,IndiGo,7225,,
1778,MAA,HYD,04:50:00,4,01:10:00,06:00:00,4,6E6309,6E,IndiGo,7225,,
1779,MAA,HYD,19:25:00,5,01:10:00,20:35:00,5,6.00E+193,6E,IndiGo,7225,,
1780,MAA,HYD,06:35:00,1,01:10:00,07:45:00,1,6E495,6E,IndiGo,7225,,
1781,MAA,HYD,04:50:00,2,01:10:00,06:00:00,2,6E6309,6E,IndiGo,7225,,
1782,MAA,HYD,06:35:00,4,01:10:00,07:45:00,4,6E495,6E,IndiGo,7225,,
1783,MAA,HYD,06:35:00,6,01:10:00,07:45:00,6,6E495,6E,IndiGo,7225,,
1784,MAA,HYD,09:25:00,6,01:20:00,10:45:00,6,6.00E+269,6E,IndiGo,7225,,
1785,MAA,TRV,05:25:00,1,01:30:00,06:55:00,1,6E654,6E,IndiGo,5420,,
1786,MAA,TRV,05:25:00,6,01:30:00,06:55:00,6,6E654,6E,IndiGo,5420,,
1787,MAA,TRV,05:25:00,2,01:30:00,06:55:00,2,6E654,6E,IndiGo,5420,,
1788,MAA,TRV,05:25:00,3,01:30:00,06:55:00,3,6E654,6E,IndiGo,5420,,
1789,MAA,TRV,05:25:00,4,01:30:00,06:55:00,4,6E654,6E,IndiGo,5662,,
1790,MAA,TRV,05:25:00,0,01:30:00,06:55:00,0,6E654,6E,IndiGo,6038,,
1791,MAA,TRV,17:10:00,2,01:20:00,18:30:00,2,6E998,6E,IndiGo,6145,,
1792,MAA,TRV,17:10:00,0,01:20:00,18:30:00,0,6E998,6E,IndiGo,6145,,
1793,MAA,TRV,17:10:00,3,01:20:00,18:30:00,3,6E998,6E,IndiGo,6145,,
1794,MAA,TRV,11:40:00,4,01:25:00,13:05:00,4,6E563,6E,IndiGo,6145,,
1795,MAA,TRV,11:40:00,2,01:25:00,13:05:00,2,6E563,6E,IndiGo,6145,,
1796,MAA,TRV,11:40:00,3,01:25:00,13:05:00,3,6E563,6E,IndiGo,6145,,
1797,MAA,TRV,05:25:00,5,01:30:00,06:55:00,5,6E654,6E,IndiGo,6145,,
1798,MAA,TRV,17:10:00,5,01:20:00,18:30:00,5,6E998,6E,IndiGo,6386,,
1799,MAA,TRV,17:10:00,1,01:20:00,18:30:00,1,6E998,6E,IndiGo,6386,,
1800,MAA,TRV,17:10:00,6,01:20:00,18:30:00,6,6E998,6E,IndiGo,6386,,
1801,MAA,TRV,17:10:00,4,01:20:00,18:30:00,4,6E998,6E,IndiGo,6386,,
1802,MAA,TRV,11:40:00,1,01:25:00,13:05:00,1,6E563,6E,IndiGo,6386,,
1803,MAA,TRV,11:40:00,6,01:25:00,13:05:00,6,6E563,6E,IndiGo,6628,,
1804,MAA,TRV,11:40:00,5,01:25:00,13:05:00,5,6E563,6E,IndiGo,6628,,
1805,MAA,TRV,11:40:00,0,01:25:00,13:05:00,0,6E563,6E,IndiGo,6869,,
1806,MAA,CCU,06:40:00,0,02:35:00,09:15:00,0,SG623,SG,SpiceJet,8609,,
1807,MAA,CCU,06:40:00,1,02:35:00,09:15:00,1,SG623,SG,SpiceJet,8609,,
1808,MAA,CCU,08:10:00,6,02:30:00,10:40:00,6,AI786,AI,Air India,8610,,22978
1809,MAA,CCU,08:10:00,0,02:30:00,10:40:00,0,AI786,AI,Air India,8610,,22978
1810,MAA,CCU,08:10:00,4,02:30:00,10:40:00,4,AI786,AI,Air India,8610,,22378
1811,MAA,CCU,08:10:00,2,02:30:00,10:40:00,2,AI786,AI,Air India,8610,,22378
1812,MAA,CCU,08:10:00,5,02:30:00,10:40:00,5,AI786,AI,Air India,8610,,22978
1813,MAA,CCU,08:10:00,1,02:30:00,10:40:00,1,AI786,AI,Air India,8610,,22378
1814,MAA,CCU,08:10:00,3,02:30:00,10:40:00,3,AI786,AI,Air India,8610,,22378
1815,MAA,CCU,21:00:00,6,02:15:00,23:15:00,6,6E6123,6E,IndiGo,9005,,
1816,MAA,CCU,17:30:00,5,02:15:00,19:45:00,5,6E6275,6E,IndiGo,9005,,
1817,MAA,CCU,17:30:00,3,02:15:00,19:45:00,3,6E6275,6E,IndiGo,9005,,
1818,MAA,CCU,21:00:00,3,02:15:00,23:15:00,3,6E6123,6E,IndiGo,9005,,
1819,MAA,CCU,16:05:00,1,02:15:00,18:20:00,1,6E986,6E,IndiGo,9005,,
1820,MAA,CCU,16:05:00,5,02:15:00,18:20:00,5,6E986,6E,IndiGo,9005,,
1821,MAA,CCU,16:05:00,3,02:15:00,18:20:00,3,6E986,6E,IndiGo,9005,,
1822,MAA,CCU,21:00:00,1,02:15:00,23:15:00,1,6E6123,6E,IndiGo,9005,,
1823,MAA,CCU,16:05:00,0,02:15:00,18:20:00,0,6E986,6E,IndiGo,9005,,
1824,MAA,AMD,04:00:00,0,02:20:00,06:20:00,0,6.00E+244,6E,IndiGo,10943,,
1825,MAA,AMD,18:50:00,2,02:15:00,21:05:00,2,6.00E+141,6E,IndiGo,11140,,
1826,MAA,AMD,12:10:00,6,02:15:00,14:25:00,6,6E6374,6E,IndiGo,11140,,
1827,MAA,AMD,18:50:00,5,02:15:00,21:05:00,5,6.00E+141,6E,IndiGo,11140,,
1828,MAA,AMD,18:50:00,3,02:15:00,21:05:00,3,6.00E+141,6E,IndiGo,11140,,
1829,MAA,AMD,18:50:00,0,02:15:00,21:05:00,0,6.00E+141,6E,IndiGo,11140,,
1830,MAA,AMD,18:50:00,4,02:15:00,21:05:00,4,6.00E+141,6E,IndiGo,11140,,
1831,MAA,AMD,04:00:00,3,02:20:00,06:20:00,3,6.00E+244,6E,IndiGo,11140,,
1832,MAA,AMD,04:00:00,1,02:20:00,06:20:00,1,6.00E+244,6E,IndiGo,11140,,
1833,MAA,AMD,04:00:00,6,02:20:00,06:20:00,6,6.00E+244,6E,IndiGo,11140,,
1834,MAA,AMD,04:00:00,4,02:20:00,06:20:00,4,6.00E+244,6E,IndiGo,11140,,
1835,MAA,AMD,04:00:00,5,02:20:00,06:20:00,5,6.00E+244,6E,IndiGo,11140,,
1836,MAA,AMD,04:00:00,2,02:20:00,06:20:00,2,6.00E+244,6E,IndiGo,11140,,
1837,MAA,AMD,12:10:00,3,02:25:00,14:35:00,3,6E6374,6E,IndiGo,11140,,
1838,MAA,AMD,12:10:00,0,02:25:00,14:35:00,0,6E6374,6E,IndiGo,11140,,
1839,MAA,AMD,12:10:00,5,02:25:00,14:35:00,5,6E6374,6E,IndiGo,11140,,
1840,MAA,AMD,12:10:00,4,02:25:00,14:35:00,4,6E6374,6E,IndiGo,11140,,
1841,MAA,AMD,12:10:00,1,02:25:00,14:35:00,1,6E6374,6E,IndiGo,11140,,
1842,MAA,AMD,18:50:00,6,02:15:00,21:05:00,6,6.00E+141,6E,IndiGo,12089,,
1843,MAA,AMD,18:50:00,1,02:15:00,21:05:00,1,6.00E+141,6E,IndiGo,12089,,
1844,MAA,CCJ,10:30:00,6,01:30:00,12:00:00,6,6E7195,6E,IndiGo,7097,,
1845,MAA,CCJ,10:30:00,2,01:30:00,12:00:00,2,6E7195,6E,IndiGo,8146,,
1846,MAA,CCJ,10:30:00,4,01:30:00,12:00:00,4,6E7195,6E,IndiGo,8845,,
1847,MAA,CCJ,10:25:00,5,01:35:00,12:00:00,5,6E7195,6E,IndiGo,9195,,
1848,MAA,CCJ,10:30:00,0,01:30:00,12:00:00,0,6E7195,6E,IndiGo,9661,,
1849,MAA,CCJ,10:25:00,3,01:35:00,12:00:00,3,6E7195,6E,IndiGo,9661,,
1850,MAA,CCJ,10:25:00,1,01:35:00,12:00:00,1,6E7195,6E,IndiGo,9661,,
1851,MAA,JAI,16:40:00,0,02:25:00,19:05:00,0,6E929,6E,IndiGo,11338,,
1852,MAA,JAI,16:40:00,6,02:25:00,19:05:00,6,6E929,6E,IndiGo,11338,,
1853,MAA,JAI,16:40:00,3,02:25:00,19:05:00,3,6E929,6E,IndiGo,11338,,
1854,MAA,JAI,16:40:00,4,02:25:00,19:05:00,4,6E929,6E,IndiGo,11338,,
1855,MAA,JAI,16:40:00,1,02:25:00,19:05:00,1,6E929,6E,IndiGo,11338,,
1856,MAA,JAI,16:40:00,5,02:25:00,19:05:00,5,6E929,6E,IndiGo,11338,,
1857,MAA,JAI,16:40:00,2,02:25:00,19:05:00,2,6E929,6E,IndiGo,11338,,
1858,MAA,GOI,17:50:00,6,01:30:00,19:20:00,6,6E5028,6E,IndiGo,8379,,
1859,MAA,GOI,17:50:00,0,01:30:00,19:20:00,0,6E5028,6E,IndiGo,8379,,
1860,MAA,GOI,17:50:00,5,01:30:00,19:20:00,5,6E5028,6E,IndiGo,8379,,
1861,MAA,GOI,17:50:00,1,01:30:00,19:20:00,1,6E5028,6E,IndiGo,8379,,
1862,MAA,GOI,17:50:00,4,01:30:00,19:20:00,4,6E5028,6E,IndiGo,11176,,
1863,MAA,GOI,17:50:00,2,01:30:00,19:20:00,2,6E5028,6E,IndiGo,11176,,
1864,MAA,GOI,17:50:00,3,01:30:00,19:20:00,3,6E5028,6E,IndiGo,12807,,
1865,MAA,LKO,12:00:00,3,02:25:00,14:25:00,3,6E6311,6E,IndiGo,9720,,
1866,MAA,LKO,12:00:00,4,02:25:00,14:25:00,4,6E6311,6E,IndiGo,10419,,
1867,MAA,LKO,12:00:00,2,02:25:00,14:25:00,2,6E6311,6E,IndiGo,10419,,
1868,MAA,LKO,12:00:00,0,02:25:00,14:25:00,0,6E6311,6E,IndiGo,10419,,
1869,MAA,LKO,12:00:00,1,02:25:00,14:25:00,1,6E6311,6E,IndiGo,10419,,
1870,MAA,LKO,12:00:00,5,02:25:00,14:25:00,5,6E6311,6E,IndiGo,10826,,
1871,MAA,LKO,12:00:00,6,02:25:00,14:25:00,6,6E6311,6E,IndiGo,11293,,
1872,MAA,CJB,13:20:00,1,01:05:00,14:25:00,1,AI429,AI,Air India,6347,,13819
1873,MAA,CJB,13:20:00,6,01:05:00,14:25:00,6,AI429,AI,Air India,6347,,14418
1874,MAA,CJB,13:20:00,4,01:05:00,14:25:00,4,AI429,AI,Air India,6347,,13819
1875,MAA,CJB,13:20:00,0,01:05:00,14:25:00,0,AI429,AI,Air India,6347,,13819
1876,MAA,CJB,13:20:00,3,01:05:00,14:25:00,3,AI429,AI,Air India,6347,,13819
1877,MAA,CJB,13:20:00,2,01:05:00,14:25:00,2,AI429,AI,Air India,6347,,13819
1878,MAA,CJB,13:20:00,5,01:05:00,14:25:00,5,AI429,AI,Air India,6347,,14418
1879,MAA,CJB,20:55:00,3,00:55:00,21:50:00,3,6E6016,6E,IndiGo,6748,,
1880,MAA,CJB,20:55:00,2,00:55:00,21:50:00,2,6E6016,6E,IndiGo,6748,,
1881,MAA,CJB,20:55:00,5,00:55:00,21:50:00,5,6E6016,6E,IndiGo,6748,,
1882,MAA,CJB,20:55:00,1,00:55:00,21:50:00,1,6E6016,6E,IndiGo,6748,,
1883,MAA,CJB,20:55:00,6,00:55:00,21:50:00,6,6E6016,6E,IndiGo,6748,,
1884,MAA,CJB,20:55:00,0,00:55:00,21:50:00,0,6E6016,6E,IndiGo,6748,,
1885,MAA,CJB,16:15:00,3,01:00:00,17:15:00,3,6.00E+237,6E,IndiGo,6748,,
1886,MAA,CJB,19:00:00,2,01:00:00,20:00:00,2,6E6143,6E,IndiGo,6748,,
1887,MAA,CJB,08:40:00,2,01:00:00,09:40:00,2,6E6047,6E,IndiGo,6748,,
1888,MAA,CJB,19:00:00,1,01:00:00,20:00:00,1,6E6143,6E,IndiGo,6748,,
1889,MAA,CJB,16:15:00,5,01:00:00,17:15:00,5,6.00E+237,6E,IndiGo,6748,,
1890,MAA,CJB,08:35:00,5,01:05:00,09:40:00,5,6E6047,6E,IndiGo,6748,,
1891,MAA,CJB,12:35:00,2,01:05:00,13:40:00,2,6E6127,6E,IndiGo,6748,,
1892,MAA,CJB,08:35:00,1,01:05:00,09:40:00,1,6E6047,6E,IndiGo,6748,,
1893,MAA,CJB,12:35:00,5,01:05:00,13:40:00,5,6E6127,6E,IndiGo,6748,,
1894,MAA,CJB,09:45:00,2,01:10:00,10:55:00,2,6.00E+299,6E,IndiGo,6748,,
1895,MAA,CJB,09:45:00,0,01:10:00,10:55:00,0,6.00E+299,6E,IndiGo,6748,,
1896,MAA,CJB,09:45:00,4,01:10:00,10:55:00,4,6.00E+299,6E,IndiGo,6748,,
1897,MAA,TRZ,07:25:00,3,00:55:00,08:20:00,3,6E7267,6E,IndiGo,5208,,
1898,MAA,TRZ,07:25:00,2,00:55:00,08:20:00,2,6E7267,6E,IndiGo,5563,,
1899,MAA,TRZ,19:50:00,5,00:55:00,20:45:00,5,6E7199,6E,IndiGo,5563,,
1900,MAA,TRZ,09:55:00,2,01:00:00,10:55:00,2,6E7145,6E,IndiGo,5563,,
1901,MAA,TRZ,09:55:00,3,01:00:00,10:55:00,3,6E7145,6E,IndiGo,5563,,
1902,MAA,TRZ,15:45:00,3,01:05:00,16:50:00,3,6E7028,6E,IndiGo,5563,,
1903,MAA,TRZ,07:25:00,1,00:55:00,08:20:00,1,6E7267,6E,IndiGo,5920,,
1904,MAA,TRZ,14:10:00,2,00:55:00,15:05:00,2,6E7273,6E,IndiGo,5920,,
1905,MAA,TRZ,19:50:00,6,00:55:00,20:45:00,6,6E7199,6E,IndiGo,5920,,
1906,MAA,TRZ,19:50:00,1,00:55:00,20:45:00,1,6E7199,6E,IndiGo,5920,,
1907,MAA,TRZ,19:50:00,3,00:55:00,20:45:00,3,6E7199,6E,IndiGo,5920,,
1908,MAA,TRZ,19:50:00,2,00:55:00,20:45:00,2,6E7199,6E,IndiGo,5920,,
1909,MAA,TRZ,07:25:00,0,00:55:00,08:20:00,0,6E7267,6E,IndiGo,5920,,
1910,MAA,TRZ,09:55:00,6,01:00:00,10:55:00,6,6E7145,6E,IndiGo,5920,,
1911,MAA,TRZ,07:25:00,4,00:55:00,08:20:00,4,6E7267,6E,IndiGo,6275,,
1912,MAA,TRZ,09:55:00,4,01:00:00,10:55:00,4,6E7145,6E,IndiGo,6275,,
1913,MAA,TRZ,15:45:00,5,01:05:00,16:50:00,5,6E7028,6E,IndiGo,6275,,
1914,MAA,TRZ,19:50:00,4,00:55:00,20:45:00,4,6E7199,6E,IndiGo,6631,,
1915,MAA,TRZ,14:10:00,4,00:55:00,15:05:00,4,6E7273,6E,IndiGo,6631,,
1916,MAA,TRZ,07:25:00,6,00:55:00,08:20:00,6,6E7267,6E,IndiGo,6631,,
1917,MAA,TRZ,09:55:00,1,01:00:00,10:55:00,1,6E7145,6E,IndiGo,6631,,
1918,MAA,TRZ,15:45:00,1,01:05:00,16:50:00,1,6E7028,6E,IndiGo,6631,,
1919,MAA,TRZ,19:50:00,0,00:55:00,20:45:00,0,6E7199,6E,IndiGo,7106,,
1920,MAA,TRZ,07:25:00,5,00:55:00,08:20:00,5,6E7267,6E,IndiGo,7106,,
1921,MAA,TRZ,09:55:00,0,01:00:00,10:55:00,0,6E7145,6E,IndiGo,7106,,
1922,MAA,PNQ,19:40:00,5,01:45:00,21:25:00,5,SG443,SG,SpiceJet,7423,,
1923,MAA,PNQ,19:40:00,3,01:45:00,21:25:00,3,SG443,SG,SpiceJet,8134,,
1924,MAA,PNQ,19:40:00,6,01:45:00,21:25:00,6,SG443,SG,SpiceJet,8134,,
1925,MAA,PNQ,19:40:00,4,01:45:00,21:25:00,4,SG443,SG,SpiceJet,8134,,
1926,MAA,PNQ,02:00:00,0,01:35:00,03:35:00,0,6.00E+241,6E,IndiGo,8379,,
1927,MAA,PNQ,03:30:00,0,01:35:00,05:05:00,0,6E401,6E,IndiGo,8379,,
1928,MAA,PNQ,09:05:00,3,01:25:00,10:30:00,3,6E502,6E,IndiGo,8530,,
1929,MAA,PNQ,09:05:00,1,01:25:00,10:30:00,1,6E502,6E,IndiGo,8530,,
1930,MAA,PNQ,09:05:00,6,01:25:00,10:30:00,6,6E502,6E,IndiGo,8530,,
1931,MAA,PNQ,09:05:00,4,01:25:00,10:30:00,4,6E502,6E,IndiGo,8530,,
1932,MAA,PNQ,02:00:00,3,01:35:00,03:35:00,3,6.00E+241,6E,IndiGo,8530,,
1933,MAA,PNQ,08:15:00,5,01:35:00,09:50:00,5,6E502,6E,IndiGo,8530,,
1934,MAA,PNQ,03:30:00,6,01:35:00,05:05:00,6,6E401,6E,IndiGo,8530,,
1935,MAA,PNQ,02:00:00,1,01:35:00,03:35:00,1,6.00E+241,6E,IndiGo,8530,,
1936,MAA,PNQ,14:55:00,4,01:40:00,16:35:00,4,6E319,6E,IndiGo,8530,,
1937,MAA,PNQ,14:55:00,1,01:40:00,16:35:00,1,6E319,6E,IndiGo,8530,,
1938,MAA,PNQ,14:55:00,3,01:40:00,16:35:00,3,6E319,6E,IndiGo,8530,,
1939,MAA,PNQ,22:35:00,6,01:45:00,00:20:00,0,6E862,6E,IndiGo,8530,,
1940,MAA,PNQ,22:35:00,0,01:45:00,00:20:00,1,6E862,6E,IndiGo,8530,,
1941,MAA,PNQ,22:35:00,5,01:45:00,00:20:00,6,6E862,6E,IndiGo,8530,,
1942,MAA,PNQ,22:35:00,4,01:45:00,00:20:00,5,6E862,6E,IndiGo,8530,,
